iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value,source
FRA,France,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",20.4475278933466,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",11.2898375635053,CTS
GRC,Greece,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",12.0380930875456,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",23.2076396111431,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",10.8980824947692,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",13.9915493978794,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",0.066553908912179,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",0.847835141282895,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",0.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",11.5654917932588,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",13.2942631681847,CTS
MLT,Malta,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",9.45568996143429,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",0.243103052447508,CTS
NOR,Norway,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",24.8360675470396,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",25.3654168380213,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",5.69756679030529,CTS
SRB,Serbia,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",10.480887435848,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",0.326628467467396,CTS
SWE,Sweden,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",2.19245579823187,CTS
THA,Thailand,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",281.674792510404,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2020,"Rate per 100,000 population",10.4657353512622,NGO
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",18.717757713803,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",6.14038640622325,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",4.96196125062689,CTS
CHE,Switzerland,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",9.00422515225783,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",35.7415739265167,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",14.4232534493539,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",3.69566130351112,CTS
CZE,Czechia,Europe,Eastern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",22.8855062338077,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",1.48805095086456,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",4.88156781574248,NGO/CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.582498317753341,CTS
ESP,Spain,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",21.1937977985788,CTS
FRA,France,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",24.1739443543039,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",9.19724812496578,CTS
GRC,Greece,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",11.7774263034166,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",15.4258168184253,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",4.72195297020075,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",10.1780296806061,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",18.55810225835,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",3.20703557520831,CTS
ITA,Italy,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",18.1217441676496,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.77528080582687,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",2.13844278596326,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",8.06449290180616,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",11.1211954721082,CTS
MLT,Malta,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",6.86529621369379,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.209601296413961,CTS
NOR,Norway,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",25.8131774976769,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",20.7529950144845,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",4.34915288937269,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.0639408521541233,CTS
SRB,Serbia,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",10.2553899315771,CTS
SWE,Sweden,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",2.42892478843993,CTS
THA,Thailand,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",289.114336498673,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",51.6089981009478,CTS
VAT,Holy See,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",0.0,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2021,"Rate per 100,000 population",1.94474966209975,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",0.0,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",0.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",12.1668698616701,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",9.8533147792932,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",3.89631550237675,CTS
CHE,Switzerland,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",7.63178014285873,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",42.4435355603208,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",14.2699912299375,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",3.75853701996619,CTS
CYP,Cyprus,Asia,Western Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",7.66128123662092,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",5.98564940555019,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",0.235638704599785,CTS
ESP,Spain,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",20.9101781771524,CTS
FRA,France,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",24.0066718963521,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",13.1376263188005,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",9.39324345967245,CTS
GRC,Greece,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",10.8139463413135,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",4.27668437213997,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",1.21022797277234,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",34.4434342659836,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",18.6045514849821,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",4.12849086838983,CTS
ITA,Italy,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",17.3736226827052,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",0.986212745813527,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",12.8453526584528,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",3.91540488083186,CTS
LTU,Lithuania,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",8.37794619264058,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",5.53696885029101,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",8.89178353055628,CTS
MLT,Malta,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",3.97582697201018,CTS
MMR,Myanmar,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",2.18205003414685,CTS
NOR,Norway,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",21.4044802619263,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",19.4476156161236,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",10.2254076556071,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",0.0318455161274451,CTS
SRB,Serbia,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",11.3970794762968,CTS
SWE,Sweden,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",2.35522112475063,CTS
THA,Thailand,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",110.53131156616,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",49.3967258965358,CTS
VAT,Holy See,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",0.0,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,"Rate per 100,000 population",1.9599004370578,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",11.5646974379907,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",4.60444293324266,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",50.2064339010933,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",16.8899184703548,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",3.13385958017446,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",0.194659835552483,CTS
ESP,Spain,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",20.6046223126499,CTS
FRA,France,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",23.8640594801636,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",13.1744621642986,CTS
GRC,Greece,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",11.3639597581097,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",0.855180080924864,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",13.9165707633421,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",21.7393217506281,CTS
ITA,Italy,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",18.6085744351297,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",1.37334292091024,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",1.11554540409238,CTS
LTU,Lithuania,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",12.6835123799139,CTS
MAR,Morocco,Africa,Northern Africa,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",8.67086394817846,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",10.3846346747106,CTS
MMR,Myanmar,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",1.63483819881655,CTS
NOR,Norway,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",16.9590809627612,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",21.6902294988668,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",9.53742400382301,CTS
SWE,Sweden,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",2.09449012623236,CTS
THA,Thailand,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",284.711390903252,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,"Rate per 100,000 population",0.0,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",2.47813049835204,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",13.8788646998348,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",2.90651732011837,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",35.4465170190292,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",16.5137054437554,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",29.8946000608031,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",18.2931644103635,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",24.5843820810886,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",1.00472976537048,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",0.0,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",0.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",2.18263948793517,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",16.158188253938,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",18.433336547351,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",1.0630934643018,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",4.35290412068402,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,"Rate per 100,000 population",4.29718522638382,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",2.57125592995899,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",13.8524518150204,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",4.34563752313147,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",43.1598908466166,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",18.6270111097973,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",29.8055311589949,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",16.6826706029617,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",24.9453850702177,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",1.0849288954802,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",0.0,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",0.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",6.36478393769068,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",19.6551073322786,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",1.7885931098578,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",6.00350253123286,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,"Rate per 100,000 population",4.28605036648905,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",7.80904287164536,CTS
ARE,United Arab Emirates,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",0.733615188288674,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",13.9589974796789,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",0.426967357600801,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",17.6428020357999,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",14.2642404905301,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",67.0731451337101,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",2.52764612954186,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",37.1359492481923,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",13.4477486441614,CTS
DZA,Algeria,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",16.0308489316017,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",30.9347488949654,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",17.9377679837482,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,"Rate per 100,000 population",12.3268593797049,CTS
